invoice_no,invoice_date,invoice_time,customer_code,customer_name,phone,address,seq,item_code,item_name,unit,qty,unit_price,tax_pct,discount_pct,line_total,is_bonus,month,brand,carton_capacity,carton_units,boxes
b1361,2026-03-09,"",869,مطعم ميكس جريل بشرى,01507011154,"",2.0,2,كبده اسكندرانى 400 طبق,"",20.0,73.0,0.0,0.0,1460.0,false,2026-03,ابوهاشم,20 علبة,20.0,1.0
b1362,2026-03-10,"",624,هايبر العابد,"","",1.0,120,برجر الهنا 900 جرام طبق,"",300.0,58.5,0.0,17.0,14566.5,false,2026-03,الهنا,12 كيس,12.0,25.0
b1362,2026-03-10,"",624,هايبر العابد,"","",2.0,101,كفته الهنا 800 جرام طبق,"",300.0,56.0,0.0,17.0,13944.0,false,2026-03,الهنا,12 كيس,12.0,25.0
b1362,2026-03-10,"",624,هايبر العابد,"","",3.0,108,سجق الهنا 350 طبق,"",225.0,30.0,0.0,17.0,5602.5,false,2026-03,الهنا,15 كيس,15.0,15.0
b1362,2026-03-10,"",624,هايبر العابد,"","",4.0,102,كفته الهنا 350 طبق,"",300.0,27.5,0.0,17.0,6847.5,false,2026-03,الهنا,15 كيس,15.0,20.0
b1362,2026-03-10,"",624,هايبر العابد,"","",5.0,104,برجر الهنا 400 جرام طبق,"",225.0,28.5,0.0,17.0,5322.37,false,2026-03,الهنا,15 كيس,15.0,15.0
b1363,2026-03-10,"",624,هايبر العابد,"","",1.0,102,كفته الهنا 350 طبق,"",120.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,8.0
b1364,2026-03-11,"",475,ايمن القورين,01117591059,"",1.0,102,كفته الهنا 350 طبق,"",75.0,27.5,0.0,17.0,1711.87,false,2026-03,الهنا,15 كيس,15.0,5.0
b1365,2026-03-11,"",438,ثلجه السيد الوكيل القرين,01271725565,"",1.0,104,برجر الهنا 400 جرام طبق,"",30.0,28.5,0.0,17.0,709.65,false,2026-03,الهنا,15 كيس,15.0,2.0
b1365,2026-03-11,"",438,ثلجه السيد الوكيل القرين,01271725565,"",2.0,101,كفته الهنا 800 جرام طبق,"",132.0,56.0,0.0,17.0,6135.36,false,2026-03,الهنا,12 كيس,12.0,11.0
b1365,2026-03-11,"",438,ثلجه السيد الوكيل القرين,01271725565,"",3.0,108,سجق الهنا 350 طبق,"",120.0,30.0,0.0,17.0,2988.0,false,2026-03,الهنا,15 كيس,15.0,8.0
b1365,2026-03-11,"",438,ثلجه السيد الوكيل القرين,01271725565,"",4.0,102,كفته الهنا 350 طبق,"",135.0,27.5,0.0,17.0,3081.37,false,2026-03,الهنا,15 كيس,15.0,9.0
b1366,2026-03-11,"",438,ثلجه السيد الوكيل القرين,01271725565,"",1.0,102,كفته الهنا 350 طبق,"",15.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,1.0
b1367,2026-03-11,"",475,ايمن القورين,01117591059,"",1.0,102,كفته الهنا 350 طبق,"",15.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,1.0
b1368,2026-03-12,"",876,مطعم الدمشقى,01147216173,"",1.0,101,كفته الهنا 800 جرام طبق,"",12.0,56.0,0.0,13.0,584.64,false,2026-03,الهنا,12 كيس,12.0,1.0
b1369,2026-03-12,"",504,حدوته,"","",1.0,120,برجر الهنا 900 جرام طبق,"",120.0,58.5,0.0,17.0,5826.6,false,2026-03,الهنا,12 كيس,12.0,10.0
b1369,2026-03-12,"",504,حدوته,"","",2.0,104,برجر الهنا 400 جرام طبق,"",75.0,28.5,0.0,17.0,1774.12,false,2026-03,الهنا,15 كيس,15.0,5.0
b1369,2026-03-12,"",504,حدوته,"","",3.0,102,كفته الهنا 350 طبق,"",300.0,27.5,0.0,17.0,6847.5,false,2026-03,الهنا,15 كيس,15.0,20.0
b1369,2026-03-12,"",504,حدوته,"","",4.0,101,كفته الهنا 800 جرام طبق,"",180.0,56.0,0.0,17.0,8366.4,false,2026-03,الهنا,12 كيس,12.0,15.0
b1369,2026-03-12,"",504,حدوته,"","",5.0,257,سجق الهنا 5 كيلو طبق,"",10.0,300.0,0.0,0.0,3000.0,false,2026-03,الهنا,2 كيس,2.0,5.0
b1370,2026-03-12,"",504,حدوته,"","",1.0,101,كفته الهنا 800 جرام طبق,"",12.0,56.0,0.0,17.0,557.76,false,2026-03,الهنا,12 كيس,12.0,1.0
b1371,2026-03-12,"",623,الجمعيه التعاونيه الزقازيق,01227075716,"",1.0,120,برجر الهنا 900 جرام طبق,"",12.0,58.5,0.0,17.0,582.66,false,2026-03,الهنا,12 كيس,12.0,1.0
b1371,2026-03-12,"",623,الجمعيه التعاونيه الزقازيق,01227075716,"",2.0,101,كفته الهنا 800 جرام طبق,"",12.0,56.0,0.0,17.0,557.76,false,2026-03,الهنا,12 كيس,12.0,1.0
b1371,2026-03-12,"",623,الجمعيه التعاونيه الزقازيق,01227075716,"",3.0,346,بانيه 800 جرام طبق,"",12.0,50.0,0.0,0.0,600.0,false,2026-03,الهنا,12 كيس,12.0,1.0
b1372,2026-03-12,"",667,م العزونى,01117965691,"",1.0,346,بانيه 800 جرام طبق,"",12.0,50.0,0.0,0.0,600.0,false,2026-03,الهنا,12 كيس,12.0,1.0
b1373,2026-03-12,"",504,حدوته,"","",1.0,102,كفته الهنا 350 طبق,"",75.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,5.0
b1374,2026-03-12,"",1,عميل نقدى,01000650067,"",1.0,33,كيلو مفروم هندى كيلو,"",0.5,240.0,0.0,0.0,120.0,false,2026-03,ابوهاشم,,,
b1375,2026-03-15,"",50,م اللفى,01025181968,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",184.0,320.0,0.0,0.0,58880.0,false,2026-03,ابوهاشم,4 كيس,4.0,46.0
b1375,2026-03-15,"",50,م اللفى,01025181968,"",2.0,108,سجق الهنا 350 طبق,"",750.0,30.0,0.0,17.0,18675.0,false,2026-03,الهنا,15 كيس,15.0,50.0
b1375,2026-03-15,"",50,م اللفى,01025181968,"",3.0,399,كفته اسبيشيال صغير طبق,"",150.0,27.5,0.0,17.0,3423.75,false,2026-03,اسبشيال,15 كيس,15.0,10.0
b1376,2026-03-15,"",50,م اللفى,01025181968,"",1.0,404,برجر اسبشيال عائلى طبق,"",300.0,78.0,0.0,15.0,19890.0,false,2026-03,اسبشيال,12 كيس,12.0,25.0
b1376,2026-03-15,"",50,م اللفى,01025181968,"",2.0,402,كفته اسبيشيال عائلى طبق,"",300.0,78.0,0.0,15.0,19890.0,false,2026-03,اسبشيال,12 كيس,12.0,25.0
b1376,2026-03-15,"",50,م اللفى,01025181968,"",3.0,399,كفته اسبيشيال صغير طبق,"",480.0,37.0,0.0,15.0,15096.0,false,2026-03,اسبشيال,15 كيس,15.0,32.0
b1376,2026-03-15,"",50,م اللفى,01025181968,"",4.0,403,برجر اسبشيال صغير طبق,"",285.0,37.0,0.0,15.0,8963.25,false,2026-03,اسبشيال,15 كيس,15.0,19.0
b1377,2026-03-15,"",50,م اللفى,01025181968,"",1.0,399,كفته اسبيشيال صغير طبق,"",120.0,0.0,0.0,0.0,0.0,true,2026-03,اسبشيال,15 كيس,15.0,8.0
b1378,2026-03-16,"",624,هايبر العابد,"","",1.0,108,سجق الهنا 350 طبق,"",300.0,30.0,0.0,17.0,7470.0,false,2026-03,الهنا,15 كيس,15.0,20.0
b1378,2026-03-16,"",624,هايبر العابد,"","",2.0,104,برجر الهنا 400 جرام طبق,"",300.0,28.5,0.0,17.0,7096.5,false,2026-03,الهنا,15 كيس,15.0,20.0
b1378,2026-03-16,"",624,هايبر العابد,"","",3.0,102,كفته الهنا 350 طبق,"",330.0,27.5,0.0,17.0,7532.25,false,2026-03,الهنا,15 كيس,15.0,22.0
b1378,2026-03-16,"",624,هايبر العابد,"","",4.0,120,برجر الهنا 900 جرام طبق,"",240.0,58.5,0.0,17.0,11653.2,false,2026-03,الهنا,12 كيس,12.0,20.0
b1378,2026-03-16,"",624,هايبر العابد,"","",5.0,101,كفته الهنا 800 جرام طبق,"",240.0,56.0,0.0,17.0,11155.2,false,2026-03,الهنا,12 كيس,12.0,20.0
b1379,2026-03-16,"",644,ابو عمار الزنكلون,01025160179,"",1.0,101,كفته الهنا 800 جرام طبق,"",24.0,64.0,0.0,15.0,1305.6,false,2026-03,الهنا,12 كيس,12.0,2.0
b1379,2026-03-16,"",644,ابو عمار الزنكلون,01025160179,"",2.0,102,كفته الهنا 350 طبق,"",45.0,33.0,0.0,15.0,1262.25,false,2026-03,الهنا,15 كيس,15.0,3.0
b1380,2026-03-16,"",624,هايبر العابد,"","",1.0,102,كفته الهنا 350 طبق,"",120.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,8.0
b1381,2026-03-17,"",502,ثلجه بوجه,01116850495,"",1.0,108,سجق الهنا 350 طبق,"",75.0,39.0,0.0,15.0,2486.25,false,2026-03,الهنا,15 كيس,15.0,5.0
b1381,2026-03-17,"",502,ثلجه بوجه,01116850495,"",2.0,102,كفته الهنا 350 طبق,"",150.0,33.0,0.0,15.0,4207.5,false,2026-03,الهنا,15 كيس,15.0,10.0
b1381,2026-03-17,"",502,ثلجه بوجه,01116850495,"",3.0,101,كفته الهنا 800 جرام طبق,"",120.0,64.0,0.0,15.0,6528.0,false,2026-03,الهنا,12 كيس,12.0,10.0
b1381,2026-03-17,"",502,ثلجه بوجه,01116850495,"",4.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",20.0,410.0,0.0,5.0,7790.0,false,2026-03,ابوهاشم,4 كيس,4.0,5.0
b1382,2026-03-17,"",552,الحاج م عبدالعزيز بوجه,"","",1.0,101,كفته الهنا 800 جرام طبق,"",60.0,64.0,0.0,15.0,3264.0,false,2026-03,الهنا,12 كيس,12.0,5.0
b1382,2026-03-17,"",552,الحاج م عبدالعزيز بوجه,"","",2.0,102,كفته الهنا 350 طبق,"",75.0,33.0,0.0,15.0,2103.75,false,2026-03,الهنا,15 كيس,15.0,5.0
b1383,2026-03-17,"",328,ابوسليم,01001164485,"",1.0,102,كفته الهنا 350 طبق,"",450.0,27.5,0.0,17.0,10271.25,false,2026-03,الهنا,15 كيس,15.0,30.0
b1383,2026-03-17,"",328,ابوسليم,01001164485,"",2.0,104,برجر الهنا 400 جرام طبق,"",75.0,28.5,0.0,17.0,1774.12,false,2026-03,الهنا,15 كيس,15.0,5.0
b1383,2026-03-17,"",328,ابوسليم,01001164485,"",3.0,120,برجر الهنا 900 جرام طبق,"",60.0,58.5,0.0,17.0,2913.3,false,2026-03,الهنا,12 كيس,12.0,5.0
b1383,2026-03-17,"",328,ابوسليم,01001164485,"",4.0,108,سجق الهنا 350 طبق,"",75.0,30.0,0.0,17.0,1867.5,false,2026-03,الهنا,15 كيس,15.0,5.0
b1383,2026-03-17,"",328,ابوسليم,01001164485,"",5.0,101,كفته الهنا 800 جرام طبق,"",60.0,56.0,0.0,17.0,2788.8,false,2026-03,الهنا,12 كيس,12.0,5.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",1.0,7,سجق 350 جم ابو هاشم طبق,"",60.0,45.0,0.0,2.0,2646.0,false,2026-03,ابوهاشم,20 كيس,20.0,3.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",2.0,8,كفته 350 جم ابو هاشم طبق,"",60.0,40.0,0.0,2.0,2352.0,false,2026-03,ابوهاشم,20 كيس,20.0,3.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",3.0,6,برجر 400 جم ابو هاشم طبق,"",60.0,45.0,0.0,2.0,2646.0,false,2026-03,ابوهاشم,20 كيس,20.0,3.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",4.0,107,سجق 800 ابو هاشم طبق,"",48.0,95.0,0.0,2.0,4468.8,false,2026-03,ابوهاشم,16 كيس,16.0,3.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",5.0,114,كفته ابو هاشم 800 طبق,"",48.0,90.0,0.0,2.0,4233.6,false,2026-03,ابوهاشم,16 كيس,16.0,3.0
b1384,2026-03-17,"",328,ابوسليم,01001164485,"",6.0,421,برجر ابو هاشم 1 ك طبق,"",24.0,110.0,0.0,2.0,2587.2,false,2026-03,ابوهاشم,12 كيس,12.0,2.0
b1385,2026-03-17,"",328,ابوسليم,01001164485,"",1.0,102,كفته الهنا 350 طبق,"",45.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,3.0
b1386,2026-03-18,"",438,ثلجه السيد الوكيل القرين,01271725565,"",1.0,101,كفته الهنا 800 جرام طبق,"",240.0,64.0,0.0,15.0,13056.0,false,2026-03,الهنا,12 كيس,12.0,20.0
b1386,2026-03-18,"",438,ثلجه السيد الوكيل القرين,01271725565,"",2.0,120,برجر الهنا 900 جرام طبق,"",60.0,68.0,0.0,15.0,3468.0,false,2026-03,الهنا,12 كيس,12.0,5.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",1.0,102,كفته الهنا 350 طبق,"",150.0,27.5,0.0,17.0,3423.75,false,2026-03,الهنا,15 كيس,15.0,10.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",2.0,104,برجر الهنا 400 جرام طبق,"",150.0,28.5,0.0,17.0,3548.25,false,2026-03,الهنا,15 كيس,15.0,10.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",3.0,108,سجق الهنا 350 طبق,"",150.0,30.0,0.0,17.0,3735.0,false,2026-03,الهنا,15 كيس,15.0,10.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",4.0,101,كفته الهنا 800 جرام طبق,"",60.0,56.0,0.0,17.0,2788.8,false,2026-03,الهنا,12 كيس,12.0,5.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",5.0,404,برجر اسبشيال عائلى طبق,"",60.0,68.75,0.0,17.0,3423.75,false,2026-03,اسبشيال,12 كيس,12.0,5.0
b1387,2026-03-18,"",698,عبد الظاهر بشنيتى,01012300801,"",6.0,346,بانيه 800 جرام طبق,"",60.0,50.0,0.0,0.0,3000.0,false,2026-03,الهنا,12 كيس,12.0,5.0
b1388,2026-03-19,"",504,حدوته,"","",1.0,120,برجر الهنا 900 جرام طبق,"",180.0,68.0,0.0,15.0,10404.0,false,2026-03,الهنا,12 كيس,12.0,15.0
b1388,2026-03-19,"",504,حدوته,"","",2.0,104,برجر الهنا 400 جرام طبق,"",150.0,35.0,0.0,15.0,4462.5,false,2026-03,الهنا,15 كيس,15.0,10.0
b1388,2026-03-19,"",504,حدوته,"","",3.0,102,كفته الهنا 350 طبق,"",150.0,33.0,0.0,15.0,4207.5,false,2026-03,الهنا,15 كيس,15.0,10.0
b1388,2026-03-19,"",504,حدوته,"","",4.0,101,كفته الهنا 800 جرام طبق,"",180.0,64.0,0.0,15.0,9792.0,false,2026-03,الهنا,12 كيس,12.0,15.0
b1388,2026-03-19,"",504,حدوته,"","",5.0,257,سجق الهنا 5 كيلو طبق,"",10.0,300.0,0.0,0.0,3000.0,false,2026-03,الهنا,2 كيس,2.0,5.0
b1389,2026-03-19,"",328,ابوسليم,01001164485,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",10.0,320.0,0.0,0.0,3200.0,false,2026-03,ابوهاشم,4 كيس,4.0,2.5
b1389,2026-03-19,"",328,ابوسليم,01001164485,"",2.0,257,سجق الهنا 5 كيلو طبق,"",13.0,300.0,0.0,0.0,3900.0,false,2026-03,الهنا,2 كيس,2.0,6.5
b1390,2026-03-19,"",504,حدوته,"","",1.0,102,كفته الهنا 350 طبق,"",60.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,4.0
b1391,2026-03-24,"",643,منفذ بيع المنتجات الوطنية كفورنجم,"","",1.0,101,كفته الهنا 800 جرام طبق,"",36.0,64.0,0.0,15.0,1958.4,false,2026-03,الهنا,12 كيس,12.0,3.0
b1391,2026-03-24,"",643,منفذ بيع المنتجات الوطنية كفورنجم,"","",2.0,120,برجر الهنا 900 جرام طبق,"",12.0,68.0,0.0,15.0,693.6,false,2026-03,الهنا,12 كيس,12.0,1.0
b1391,2026-03-24,"",643,منفذ بيع المنتجات الوطنية كفورنجم,"","",3.0,102,كفته الهنا 350 طبق,"",30.0,33.0,0.0,15.0,841.5,false,2026-03,الهنا,15 كيس,15.0,2.0
b1391,2026-03-24,"",643,منفذ بيع المنتجات الوطنية كفورنجم,"","",4.0,99,سجق الهنا 800 جرام طبق,"",12.0,72.5,0.0,15.0,739.5,false,2026-03,الهنا,12 كيس,12.0,1.0
b1391,2026-03-24,"",643,منفذ بيع المنتجات الوطنية كفورنجم,"","",5.0,346,بانيه 800 جرام طبق,"",72.0,50.0,0.0,0.0,3600.0,false,2026-03,الهنا,12 كيس,12.0,6.0
b1392,2026-03-25,"",876,مطعم الدمشقى,01147216173,"",1.0,101,كفته الهنا 800 جرام طبق,"",24.0,64.0,0.0,15.0,1305.6,false,2026-03,الهنا,12 كيس,12.0,2.0
b1392,2026-03-25,"",876,مطعم الدمشقى,01147216173,"",2.0,120,برجر الهنا 900 جرام طبق,"",12.0,68.0,0.0,15.0,693.6,false,2026-03,الهنا,12 كيس,12.0,1.0
b1392,2026-03-25,"",876,مطعم الدمشقى,01147216173,"",3.0,397,بانيه 800 جرام اسباشيل كيس,"",5.0,50.0,0.0,0.0,250.0,false,2026-03,اسبشيال,12 كيس,12.0,0.4166666666666667
b1392,2026-03-25,"",876,مطعم الدمشقى,01147216173,"",4.0,346,بانيه 800 جرام طبق,"",5.0,50.0,0.0,0.0,250.0,false,2026-03,الهنا,12 كيس,12.0,0.4166666666666667
b1393,2026-03-25,"",719,كشرى الطيب ( النور ),01032975557,"",1.0,292,عجينه سجق 5 كيلو الهنا طبق,"",30.0,260.0,0.0,0.0,7800.0,false,2026-03,الهنا,3 كيس,3.0,10.0
b1394,2026-03-26,"",50,م اللفى,01025181968,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",192.0,375.0,0.0,0.0,72000.0,false,2026-03,ابوهاشم,4 كيس,4.0,48.0
b1395,2026-03-28,"",820,ام هايدى م بشرى,"","",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",36.0,375.0,0.0,0.0,13500.0,false,2026-03,ابوهاشم,4 كيس,4.0,9.0
b1396,2026-03-29,"",502,ثلجه بوجه,01116850495,"",1.0,104,برجر الهنا 400 جرام طبق,"",120.0,34.0,0.0,15.0,3468.0,false,2026-03,الهنا,15 كيس,15.0,8.0
b1396,2026-03-29,"",502,ثلجه بوجه,01116850495,"",2.0,108,سجق الهنا 350 طبق,"",75.0,36.0,0.0,15.0,2295.0,false,2026-03,الهنا,15 كيس,15.0,5.0
b1396,2026-03-29,"",502,ثلجه بوجه,01116850495,"",3.0,102,كفته الهنا 350 طبق,"",405.0,32.0,0.0,15.0,11016.0,false,2026-03,الهنا,15 كيس,15.0,27.0
b1396,2026-03-29,"",502,ثلجه بوجه,01116850495,"",4.0,101,كفته الهنا 800 جرام طبق,"",120.0,67.0,0.0,15.0,6834.0,false,2026-03,الهنا,12 كيس,12.0,10.0
b1397,2026-03-29,"",502,ثلجه بوجه,01116850495,"",1.0,102,كفته الهنا 350 طبق,"",45.0,0.0,0.0,0.0,0.0,true,2026-03,الهنا,15 كيس,15.0,3.0
b1398,2026-03-30,"",438,ثلجه السيد الوكيل القرين,01271725565,"",1.0,120,برجر الهنا 900 جرام طبق,"",180.0,70.0,0.0,15.0,10710.0,false,2026-03,الهنا,12 كيس,12.0,15.0
b1398,2026-03-30,"",438,ثلجه السيد الوكيل القرين,01271725565,"",2.0,101,كفته الهنا 800 جرام طبق,"",180.0,67.0,0.0,15.0,10251.0,false,2026-03,الهنا,12 كيس,12.0,15.0
b1398,2026-03-30,"",438,ثلجه السيد الوكيل القرين,01271725565,"",3.0,108,سجق الهنا 350 طبق,"",120.0,36.0,0.0,15.0,3672.0,false,2026-03,الهنا,15 كيس,15.0,8.0
b1398,2026-03-30,"",438,ثلجه السيد الوكيل القرين,01271725565,"",4.0,104,برجر الهنا 400 جرام طبق,"",60.0,34.0,0.0,15.0,1734.0,false,2026-03,الهنا,15 كيس,15.0,4.0
b1398,2026-03-30,"",438,ثلجه السيد الوكيل القرين,01271725565,"",5.0,102,كفته الهنا 350 طبق,"",120.0,32.0,0.0,15.0,3264.0,false,2026-03,الهنا,15 كيس,15.0,8.0
b1399,2026-03-30,"",669,عمر الكاشف ابو كبير,01063511874,"",1.0,8,كفته 350 جم ابو هاشم طبق,"",20.0,56.0,0.0,10.0,1008.0,false,2026-03,ابوهاشم,20 كيس,20.0,1.0
b1399,2026-03-30,"",669,عمر الكاشف ابو كبير,01063511874,"",2.0,6,برجر 400 جم ابو هاشم طبق,"",20.0,61.0,0.0,10.0,1098.0,false,2026-03,ابوهاشم,20 كيس,20.0,1.0
b1399,2026-03-30,"",669,عمر الكاشف ابو كبير,01063511874,"",3.0,7,سجق 350 جم ابو هاشم طبق,"",20.0,61.0,0.0,10.0,1098.0,false,2026-03,ابوهاشم,20 كيس,20.0,1.0
b1399,2026-03-30,"",669,عمر الكاشف ابو كبير,01063511874,"",4.0,346,بانيه 800 جرام طبق,"",12.0,53.5,0.0,0.0,642.0,false,2026-03,الهنا,12 كيس,12.0,1.0
B1400,2026-03-30,"",869,مطعم ميكس جريل بشرى,01507011154,"",1.0,258,كبده 3 كيلو كيس 3 كيلو,"",20.0,450.0,0.0,0.0,9000.0,false,2026-03,ابوهاشم,4 كيس,4.0,5.0
b1401,2026-03-24,"",864,م السوهاجى,01060939426,"",1.0,257,سجق الهنا 5 كيلو طبق,"",1.0,400.0,0.0,0.0,400.0,false,2026-03,الهنا,2 كيس,2.0,0.5
b1401,2026-03-24,"",864,م السوهاجى,01060939426,"",2.0,346,بانيه 800 جرام طبق,"",48.0,50.0,0.0,0.0,2400.0,false,2026-03,الهنا,12 كيس,12.0,4.0
b1401,2026-03-24,"",864,م السوهاجى,01060939426,"",3.0,101,كفته الهنا 800 جرام طبق,"",12.0,57.6,0.0,0.0,691.2,false,2026-03,الهنا,12 كيس,12.0,1.0
b1402,2026-03-18,"",1,عميل نقدى,01000650067,"",1.0,346,بانيه 800 جرام طبق,"",2.0,50.0,0.0,0.0,100.0,false,2026-03,الهنا,12 كيس,12.0,0.16666666666666666
b1403,2026-03-25,"",621,مطعم السوري,"","",1.0,101,كفته الهنا 800 جرام طبق,"",24.0,64.0,0.0,10.0,1382.4,false,2026-03,الهنا,12 كيس,12.0,2.0
b1404,2026-03-26,"",1,عميل نقدى,01000650067,"",1.0,33,كيلو مفروم هندى كيلو,"",1.0,240.0,0.0,0.0,240.0,false,2026-03,ابوهاشم,,,
b1404,2026-03-26,"",1,عميل نقدى,01000650067,"",2.0,21,كيلو سجق طبق,"",2.0,125.0,0.0,0.0,250.0,false,2026-03,ابوهاشم,,,
b1405,2026-03-26,"",864,م السوهاجى,01060939426,"",1.0,257,سجق الهنا 5 كيلو طبق,"",1.0,400.0,0.0,0.0,400.0,false,2026-03,الهنا,2 كيس,2.0,0.5
b1406,2026-03-29,"",1,عميل نقدى,01000650067,"",1.0,346,بانيه 800 جرام طبق,"",2.0,55.0,0.0,0.0,110.0,false,2026-03,الهنا,12 كيس,12.0,0.16666666666666666
b1406,2026-03-29,"",1,عميل نقدى,01000650067,"",2.0,2,كبده اسكندرانى 400 طبق,"",4.0,78.0,0.0,0.0,312.0,false,2026-03,ابوهاشم,20 علبة,20.0,0.2
b1407,2026-03-30,"",864,م السوهاجى,01060939426,"",1.0,101,كفته الهنا 800 جرام طبق,"",12.0,67.0,0.0,10.0,723.6,false,2026-03,الهنا,12 كيس,12.0,1.0
b1408,2026-03-26,"",1,عميل نقدى,01000650067,"",1.0,402,كفته اسبيشيال عائلى طبق,"",1.0,80.0,0.0,0.0,80.0,false,2026-03,اسبشيال,12 كيس,12.0,0.08333333333333333
b1408,2026-03-26,"",1,عميل نقدى,01000650067,"",2.0,404,برجر اسبشيال عائلى طبق,"",1.0,80.0,0.0,0.0,80.0,false,2026-03,اسبشيال,12 كيس,12.0,0.08333333333333333
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",1.0,99,سجق الهنا 800 جرام طبق,"",480.0,73.0,0.0,15.0,29784.0,false,2026-04,الهنا,12 كيس,12.0,40.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",2.0,102,كفته الهنا 350 طبق,"",600.0,32.0,0.0,15.0,16320.0,false,2026-04,الهنا,15 كيس,15.0,40.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",3.0,101,كفته الهنا 800 جرام طبق,"",1200.0,67.0,0.0,15.0,68340.0,false,2026-04,الهنا,12 كيس,12.0,100.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",4.0,104,برجر الهنا 400 جرام طبق,"",150.0,34.0,0.0,15.0,4335.0,false,2026-04,الهنا,15 كيس,15.0,10.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",5.0,120,برجر الهنا 900 جرام طبق,"",600.0,70.0,0.0,15.0,35700.0,false,2026-04,الهنا,12 كيس,12.0,50.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",6.0,346,بانيه 800 جرام طبق,"",900.0,53.0,0.0,0.0,47700.0,false,2026-04,الهنا,12 كيس,12.0,75.0
b1409,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",7.0,96,عرض مصنعات طبق,"",25.0,600.0,0.0,0.0,15000.0,false,2026-04,الهنا,,,
b1410,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",1.0,101,كفته الهنا 800 جرام طبق,"",96.0,0.0,0.0,0.0,0.0,true,2026-04,الهنا,12 كيس,12.0,8.0
b1410,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",2.0,104,برجر الهنا 400 جرام طبق,"",60.0,0.0,0.0,0.0,0.0,true,2026-04,الهنا,15 كيس,15.0,4.0
b1410,2026-04-01,"",728,مايكل اسحاق اسوان,01020045669,"",3.0,120,برجر الهنا 900 جرام طبق,"",48.0,0.0,0.0,0.0,0.0,true,2026-04,الهنا,12 كيس,12.0,4.0
b1411,2026-04-02,"",1,عميل نقدى,01000650067,"",1.0,11,شاورما 400 جم طبق,"",2.0,95.0,0.0,0.0,190.0,false,2026-04,ابوهاشم,20 كيس,20.0,0.1
b1411,2026-04-02,"",1,عميل نقدى,01000650067,"",2.0,421,برجر ابو هاشم 1 ك طبق,"",2.0,120.0,0.0,0.0,240.0,false,2026-04,ابوهاشم,12 كيس,12.0,0.16666666666666666
b1411,2026-04-02,"",1,عميل نقدى,01000650067,"",3.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",1.0,375.0,0.0,0.0,375.0,false,2026-04,ابوهاشم,4 كيس,4.0,0.25
b1412,2026-04-02,"",1,عميل نقدى,01000650067,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",1.0,375.0,0.0,0.0,375.0,false,2026-04,ابوهاشم,4 كيس,4.0,0.25
b1413,2026-04-04,"",1,عميل نقدى,01000650067,"",1.0,346,بانيه 800 جرام طبق,"",4.0,55.0,0.0,0.0,220.0,false,2026-04,الهنا,12 كيس,12.0,0.3333333333333333
b1414,2026-04-04,"",1,عميل نقدى,01000650067,"",1.0,404,برجر اسبشيال عائلى طبق,"",1.0,80.0,0.0,0.0,80.0,false,2026-04,اسبشيال,12 كيس,12.0,0.08333333333333333
